,0,1,2,3
10,Oasis,rock,Married With Children,"There's no need for you to say you're sorry 
 Goodbye, I'm going home 
 I don't care no more, so don't you worry 
 Goodbye, I'm going home 
 I hate the way that even though you know you're wrong 
 You say you're right 
 I hate the books you read and all your friends 
 Your music's shite, it keeps me up all night, up all night 
 There's no need for you to say you're sorry 
 Goodbye, I'm going home 
 I don't care no more, so don't you worry 
 Goodbye, I'm going home 
 I hate the way that you are so sarcastic 
 And you're not very bright 
 You think that everything you've done's fantastic 
 Your music's shite, it keeps me up all night, up all night 
 And it will be nice to be alone 
 For a week or two 
 But I know then I will be right 
 Right back here with you, with you 
 With you, with you 
 With you, with you 
 With you 
 There's no need for you to say you're sorry 
 Goodbye, I'm going home 
 I don't care no more, so don't you worry 
 Goodbye, I'm going home"
11,Oasis,rock,Sad Song,"Sing a sad song in a lonely place 
 Try to put a word in for me 
 It's been so long since I found a space 
 You'd better put in two or three 
 We as people are just walking round 
 Our heads are firmly fixed in the ground 
 What we don't see, well it can't be real 
 What we don't touch we cannot feel 
 Where we're living in this town 
 The sun is coming up and it's going down 
 But it's all just the same at the end of the day 
 And we cheat and we lie 
 Nobody says it's wrong, so we don't ask why 
 'Cause it's all just the same at the end of the day 
 We're throwing it all away 
 We're throwing it all away 
 We're throwing it all away at the end of the day 
 If you're needing something I can give 
 I know I'd help you if I can 
 If you're honest and you say that you did 
 You know that I would give you my hand 
 Or a sad song in a lonely place 
 I'll try to put a word in for you 
 Need a shoulder? Well if that's the case 
 You know there's nothing I wouldn't do 
 Where we're living in this town 
 The sun is coming up and it's going down 
 But it's all just the same at the end of the day 
 When we cheat and we lie 
 Nobody says it's wrong, so we don't ask why 
 'Cause it's all just the same at the end of the day 
 Don't throw it all away 
 Don't throw it all away 
 Don't throw it all away 
 Don't throw it all away 
 (Throwing it all away) 
 (Throwing it all away) 
 (Throwing it all away) 
 Throwing it all away 
 Throwing it all away 
 You're throwing it all away at the end of the day"
12,Oasis,rock,I Will Believe,"I'm locked up in chains 
 For the rest of my life 
 There's no one else to blame but me 
 The start of the day's 
 Just the end of the night 
 I'm feeling like I'm lost at sea 
 Sometimes is just seems so simple 
 I'm feeling like I'm down on my knees 
 Sometimes like a man in the middle 
 I don't know my own mind 
 Won't you let me be 
 'Cause I can find you 
 Living in my world 
 Dragging me round 
 Just like a dog on a lead 
 But when I find my 
 Own peace of mind I 
 I will believe 
 I'm locked up in chains 
 For the rest of my life 
 There's no one else to blame but me 
 'Cause I can find you 
 Living in my world 
 Dragging me round 
 Just like a dog on a lead 
 But when I find 
 My own peace of mind I 
 I will believe 
 I will believe"
13,Oasis,rock,Take Me Away,"Just when it falls apart 
 And when it's time to start 
 Will you sit down here for another day? 
 And when it's time to be 
 All the things that we 
 Are wishing away for another day 
 'Cause in my soul we know where we're going 
 We're going where the grass is green, and the air is clean and the good times are growing 
 So take me away just for today 
 'Cause I'm sat here on my own 
 I'd like to be under the sea 
 Where they'd probably need a phone 
 And just when it falls apart 
 And just when it's time to start 
 Will you sit down here for another day 
 'Cause in my soul we know where we're going 
 We're going where the grass is green, and the air is clean and the good times are growing 
 So take me away just for today 
 'Cause I'm sat here on my own 
 I'd like to be under the sea 
 But I'd probably need a phone 
 I could be you if I wanted to 
 But I've never got the time 
 You could be me and pretty soon you will be 
 But you're gonna need a line 
 Need a line 
 Need a line 
 Need a line"
14,Oasis,rock,Alive,"The people will notice 
 That the times are changing 
 It's just time for now 
 But not time for good it's my feelings 
 That I think you're training 
 Take them now 
 If you think you should 
 You want something for nothing 
 The higher that you climb 
 The longer you fall 
 Maybe your time is coming 
 Will you ask to climb 
 When you find the wall 
 Is it time to doubt? 
 Is it time to wait? 
 Will you be left alone 
 At the starting gate 
 I'm not blind 
 And I do mind 
 'Cause I've had time 
 Now I'm alive 
 The people have noticed 
 That the times are changing 
 But are they gonna 
 Be something now I think I've seen you 
 All hesitating I think I'll go 
 And be something now 
 You want something for nothing 
 The higher that you climb 
 The longer you fall 
 Maybe your time is coming 
 Will you ask to climb 
 When you find the wall 
 Is it time to doubt? 
 Is it time to wait? 
 Will you be left alone 
 At the starting gate 
 I'm not blind 
 And I do mind 
 'Cause I've had time 
 Now I'm alive 
 Yeah I'm alive 
 Now I'm alive 
 Yeah I'm alive"
15,Oasis,rock,D'Yer Wanna Be A Spaceman?,"I haven't seen your face round since I was a kid 
 You're bringing back those memories of the things that we did 
 You're hanging round and climbing trees, pretending to fly 
 D'Yer wanna be a spaceman and live in the sky? 
 You got how many bills to pay and how many kids? 
 And you forgot about the things that we did 
 The town where we're living has made you a man 
 And all of your dreams are washed in the sand 
 Well, it's alright, it's alright 
 Who are you and me to say what's wrong and what's right? 
 Do you still feel like me? (do you feel like me?) 
 We sit down here and we shall see (we shall see) 
 We can talk and find common ground (common ground) 
 And we can just forget about feeling down (ah) 
 We can just forget about life in this town 
 It's funny how your dreams change as you're growing old 
 You don't wanna be no spaceman, you just want gold 
 All the dream stealers are lying in wait 
 But if you wanna be a spaceman, it's still not too late 
 Well, it's alright, and It's alright 
 Who are you and me to say what's wrong and what's right? 
 Do you still feel like me? (feel like me?) 
 We sit down here and we shall see (we shall see) 
 We can talk about common ground (common ground) 
 And we can just forget about feeling down (ah) 
 We can just forget about life in this town 
 (Ah) 
 (Ah) 
 (Ah) 
 Ah (Ah)"
16,Oasis,rock,Cloudburst,"Wake up, there's a new day dawning 
 I think I'll take a little walk for a while 
 I need shades, 'cause the sun is blinding 
 And I can see for miles and miles 
 I can feel the earth beneath me 
 I lie down, we are as one 
 And they look, but they cannot find me 
 I'm off and heading for the sun 
 I'm getting colder 
 I feel a chill in the air 
 There's a change in the weather 
 Here it comes again, now I can feel the rain 
 The wind that brings on the change 
 Is taking me over 
 The wind that brings on the rain 
 Is making me older 
 Downtown the moon is shining 
 I'm gonna dress it up in style 
 My business everybody's minding 
 Oh, I need to get away for a while 
 I'm getting colder 
 I feel a chill in the air 
 There's a change in the weather 
 Here it comes again, now I can feel the rain 
 Oh, yeah 
 The wind that brings on the change 
 Is taking me over 
 The wind that brings on the rain 
 Is making me older"
17,Oasis,rock,Fade Away,"When I was young I thought I had my own key 
 I knew exactly what I wanted to be 
 Now I'm sure 
 You've boarded up every door 
 Lived in a bubble, days were never ending 
 Was not concerned about what life was sending 
 Fantasy was real 
 Now I know much about the way I feel 
 I'll paint you the picture 
 'Cause I don't think you live round here no more 
 I've never even seen the key to the door 
 We only get what we will settle for 
 While we're living 
 The dreams we have as children fade away 
 While we're living 
 The dreams we have as children fade away 
 While we're living 
 The dreams we have as children fade away 
 While we're living 
 The dreams we have as children fade away, away, away 
 They fade away, away, away 
 Now my life has turned another corner 
 I think it's only best that I should warn you 
 Dream it while you can 
 Maybe someday I'll make you understand 
 I'll paint you the picture 
 'Cause I don't think you live round here no more 
 I've never even seen the key to the door 
 We only get what we will settle for 
 While we're living 
 The dreams we have as children fade away 
 While we're living 
 The dreams we have as children fade away 
 While we're living 
 The dreams we have as children fade away 
 While we're living 
 The dreams we have as children fade away, away, away 
 They fade away, away, away 
 They fade away, away, away 
 Fade away, away, away"
18,Oasis,rock,Listen Up,"Listen up, what's the time said today? 
 I'm gonna speak my mind 
 Take me up to the top of the world 
 I wanna see my crime 
 Day by day there's a man in a suit 
 Who's gonna make you pay 
 For the thoughts that you think and the words 
 They won't let you say 
 One fine day 
 Gonna leave you all behind 
 It wouldn't be so bad 
 If I had more time 
 Sailing down the river alone 
 I'll be trying to find my way back home 
 But I don't believe in magic, life is automatic 
 But I don't mind being on my own 
 No I don't mind being on my own 
 Listen up, what's the time said today? 
 I'm gonna speak my mind 
 Take me up to the top of the world 
 I wanna see my crime 
 Day by day there's a man in a suit 
 Who's gonna make you pay 
 For the thoughts that you think and the words 
 They won't let you say 
 One fine day 
 Gonna leave you all behind 
 Wouldn't be so bad 
 If I had more time 
 Sailing down the river alone 
 I'll be trying to find my way back home 
 But I don't believe in magic, life is automatic 
 But I don't mind being on my own 
 No I don't mind being on my own 
 No I don't mind being on my own 
 I said that I don't mind being on my own 
 Sailing down the river alone 
 I'll be trying to find my way back home 
 But I don't believe in magic 'cause life is automatic 
 But I don't mind being on my own 
 I said that I don't mind being on my own 
 No I don't mind being on my own 
 I said that I don't mind being on my own 
 No I don't mind being on my own 
 I said that I don't mind being on my own"
19,Oasis,rock,I Am The Walrus,"I am he is you are he is you are me and we are all together 
 See how they run like pigs from a gun, see how they fly 
 I'm crying 
 Sitting on a cornflake, waiting for the van to come 
 Corporation t-shirt, stupid bloody Tuesday 
 Man, you've been a naughty boy, you let your face grow long 
 I am the eggman 
 We are the eggmen 
 I am the walrus 
 Goo goo g'joob 
 Mister city policeman sitting, pretty little policemen in a row 
 See how they fly like Lucy in the sky, see how they run 
 I'm crying 
 I'm cry 
 I'm crying 
 I'm cry 
 Yellow matter custard dripping from a dead dog's eye 
 Crabalocker fishwife, pornographic priestess 
 Man, you've been a naughty girl, you let your knickers down 
 I am the eggman 
 We are the eggmen 
 I am the walrus 
 Goo goo g'joob, g'goo goo g'joob 
 Sitting in an English garden waiting for the sun 
 If the sun don't come, you get a tan from standing in the English rain 
 'Cause I am the eggman 
 We are the eggmen 
 And I am the walrus 
 Goo goo g'joob, g'goo goo g'joob 
 Expert textpert choking smokers, don't you think the joker laughs at you? 
 See how they smile like pigs in a sty, see how they snide 
 I'm crying 
 Semolina Pilchard's climbing up the Eiffel Tower 
 Elementary penguin singing Hare Krishna 
 Man, you should have seen them kicking Edgar Allan Poe 
 I am the eggman 
 We are the eggmen 
 I am the walrus 
 Goo goo g'joob, g'goo goo g'joob 
 G'goo goo g'joob, g'goo goo g'joob, g'goo 
 Joob joob joob-a 
 G'joob joob joob-a 
 G'joob joob joob-a 
 G'joob joob joob-a 
 G'joob joob joob-a"
20,Oasis,rock,Whatever,"I'm free to be whatever I 
 Whatever I choose 
 And I'll sing the blues if I want 
 I'm free to say whatever I 
 Whatever I like 
 If it's wrong or right, it's alright 
 Always seems to me 
 You only see what people want you to see 
 How long's it gonna be 
 Before we get on the bus and cause no fuss? 
 Get a grip on yourself, it don't cost much 
 You're free to be whatever you 
 Whatever you say 
 If it comes my way, it's alright 
 You're free to be wherever you 
 Wherever you please 
 You can shoot the breeze if you want 
 It always seems to me 
 You only see what people want you to see 
 How long's it gonna be 
 Before we get on the bus and cause no fuss? 
 Get a grip on yourself, it don't cost much 
 I'm free to be whatever I 
 Whatever I choose 
 And I'll sing the blues if I want 
 Here in my mind 
 You know you might find 
 Something that you 
 You thought you once knew 
 But now it's all gone 
 And you know it's no fun 
 Yeah I know it's no fun 
 And I know it's no fun 
 I'm free to be whatever I 
 Whatever I choose 
 And I'll sing the blues if I want 
 I'm free to be whatever I 
 Whatever I choose 
 And I'll sing the blues if I want 
 Whatever you do, whatever you say 
 Yeah I know it's alright 
 Whatever you do, whatever you say 
 Yeah I know it's alright"
21,Oasis,rock,(It's Good) To Be Free,"Head like a rock spinning round and round 
 I found it in a hole sitting upside down 
 You point the finger at me 
 But I don't believe 
 Paint me a wish on a velvet sky 
 You demand the answers but I don't know why 
 In my mind (In my mind) 
 There is no time 
 The little things they make me so happy 
 All I wanna do is live by the sea 
 Yeah little things they make me so happy 
 But it's good, yes it's good 
 It's good to be free 
 So what would you say if I said to you 
 It's not in what you say, it's in what you do? 
 You point the finger at me 
 But I don't believe 
 Bring it on home to where we found 
 Head is like a rock sitting upside down 
 In my mind (In my mind) 
 There is no time 
 The little things they make me so happy 
 All I wanna do is live by the sea 
 Yeah little things they make me so happy 
 But it's good, yes it's good 
 It's good to be free 
 Yeah it's good, yes it's good 
 It's good to be free"
22,Oasis,rock,Half The World Away,"I would like to leave this city 
 This old town don't smell too pretty 
 And I can feel the warning signs 
 Running around my mind 
 And when I leave this island 
 I'll book myself into a soul asylum 
 'Cause I can feel the warning signs 
 Running around my mind 
 So here I go 
 I'm still scratching around in the same old hole 
 My body feels young but my mind is very old 
 So what do you say? 
 You can't give me the dreams that are mine anyway 
 You're half the world away 
 Half the world away 
 Half the world away 
 I've been lost, I've been found 
 But I don't feel down 
 And when I leave this planet 
 You know I'd stay but I just can't stand it 
 And I can feel the warning signs 
 Running around my mind 
 And if I could leave this spirit 
 I'll find me a hole and I'll live in it 
 And I can feel the warning signs 
 Running around my mind 
 Here I go 
 I'm still scratching around in the same old hole 
 My body feels young but my mind is very old 
 So what do you say? 
 You can't give me the dreams that are mine anyway 
 You're half the world away 
 Half the world away 
 Half the world away 
 I've been lost, I've been found 
 But I don't feel down 
 No I don't feel down 
 No I don't feel down 
 I don't feel down 
 I don't feel down 
 I don't feel down 
 I don't feel down"
23,Oasis,rock,Strange Thing,"Here lives a pocket full of lives with no future 
 Take it for what it is, it's only drunken lies 
 You should open up your mind, look to the future 
 You could be waiting for the ship that sails you home 
 I'm going home 
 What would you give me for the songs that I've been singing 
 How could you ever say that you've got more than me? 
 Mick say's that he can never get no satifaction 
 These day's I think I know exactly what he means 
 What does he mean? 
 You won't get 
 You don't get 
 What you need 
 Life is a strange thing 
 You won't get 
 You don't get 
 What you need 
 Life is a strange thing now 
 Here lives a pocket full of lives with no future 
 Take it for what it is, it's only drunken lies 
 You should open up you mind, look to the future 
 You could be waiting for the ship that sails you home 
 I'm going home 
 You won't get 
 You don't get 
 What you need 
 Life is a strange thing 
 You won't get 
 You don't get 
 What you need 
 Life is a strange thing now"
24,Oasis,rock,Hello,"I don't feel as if I know you 
 You take up all my time 
 The days are long and the nights will throw you away 
 'Cause the sun don't shine 
 Nobody ever mentions the weather 
 Can make or break your day 
 Nobody ever seems to remember 
 Life is a game we play 
 We live in the shadows and we 
 Had the chance and threw it away 
 And it's never gonna be the same 
 'Cause the years are falling by like the rain 
 It's never gonna be the same 
 Till the life I knew comes to my house and says ""Hello"" 
 There ain't no sense in feeling lonely 
 They got no faith in you 
 But I've got a feeling you still owe me 
 So wipe the shit from your shoes 
 Nobody ever mentions the weather 
 Can make or break your day 
 Nobody ever seems to remember 
 Life is a game we play 
 We live in the shadows and we 
 Had the chance and threw it away 
 And it's never gonna be the same 
 'Cause the years are falling by like the rain 
 And it's never gonna be the same 
 Till the life I knew comes to my house and says 
 Hello, hello (It's good to be back, good to be back) 
 Hello, hello (It's good to be back, good to be back) 
 Hello, hello (And it's good to be back, good to be back) 
 Hello, hello, hello"
25,Oasis,rock,Roll With It,"You gotta roll with it 
 You gotta take your time 
 You gotta say what you say 
 Don't let anybody get in your way 
 'Cause it's all too much for me to take 
 Don't ever stand aside 
 Don't ever be denied 
 You wanna be who you'd be 
 If you're coming with me 
 I think I've got a feeling I've lost inside 
 I think I'm gonna take me away and hide 
 I'm thinking things that I just can't abide 
 I know the roads down which your life will drive 
 I find the key that lets you slip inside 
 Kiss the girl, she's not behind the door 
 But you know, I think I recognize your face 
 But I've never seen you before 
 You gotta roll with it 
 You gotta take your time 
 You gotta say what you say 
 Don't let anybody get in your way 
 'Cause it's all too much for me to take 
 I know the roads down which your life will drive 
 I'll find the key that lets you slip inside 
 Kiss the girl, she's not behind the door 
 But you know, I think I recognize your face 
 But I've never seen you before 
 You gotta roll with it 
 You gotta take your time 
 You gotta say what you say 
 Don't let anybody get in your way 
 'Cause it's all too much for me to take 
 Don't ever stand aside 
 Don't ever be denied 
 You wanna be who you'd be 
 If you're coming with me 
 I think I've got a feeling I've lost inside (so take me away) 
 I think I've got a feeling I've lost inside (so take me away) 
 I think I've got a feeling I've lost inside (so take me away) 
 I think I've got a feeling I've lost inside (so take me away) 
 I think I've got a feeling I've lost inside (so take me away) 
 I think I've got a feeling I've lost inside (so take me away) 
 I think I've got a feeling I've lost inside (so take me away) 
 I think I've got a feeling I've lost inside (so take me away)"
26,Oasis,rock,Wonderwall,"Today is gonna be the day that they're gonna throw it back to you 
 By now you should've somehow realized what you gotta do 
 I don't believe that anybody feels the way I do 
 About you now 
 Backbeat, the word is on the street that the fire in your heart is out 
 I'm sure you've heard it all before but you never really had a doubt 
 I don't believe that anybody feels the way I do 
 About you now 
 And all the roads we have to walk are winding 
 And all the lights that lead us there are blinding 
 There are many things that I would like to say to you 
 But I don't know how 
 Because maybe 
 You're gonna be the one that saves me 
 And after all 
 You're my wonderwall 
 Today was gonna be the day but they'll never throw it back to you 
 By now you should've somehow realized what you're not to do 
 I don't believe that anybody feels the way I do 
 About you now 
 And all the roads that lead you there were winding 
 And all the lights that light the way are blinding 
 There are many things that I would like to say to you 
 But I don't know how 
 I said maybe 
 You're gonna be the one that saves me 
 And after all 
 You're my wonderwall 
 I said maybe (I said maybe) 
 You're gonna be the one that saves me 
 And after all 
 You're my wonderwall 
 I said maybe (Said maybe) 
 You're gonna be the one that saves me (That saves me) 
 You're gonna be the one that saves me (That saves me) 
 You're gonna be the one that saves me (That saves me)"
