,0,1,2,3
10,Red Hot Chili Peppers,rock,What It Is,"Give it up to this time full of strife 
 Get down, you might be fucking with the song of life 
 Extend your deeper senses, there will be no fight 
 At the never ending ocean of perfect insights 
 'Round your molecule beam with a halo of light 
 The animated aura will give delight 
 Soon, your every single worry will be out of sight 
 With the power of It, we are about to astound 
 All your preconceptions, they will come unbound 
 Listen very close, my inner voice expounds 
 We are the human race and we groove to the sound 
 Yes, we deliver the truth to our musical birth 
 A soul shocking sound with electrify the earth 
 People have to know that it's not about money 
 Cash is not the way to make your life sunny 
 There is no need if you got the soul seed 
 Love, life and peace, it can only begin 
 When you know in your heart that the change is within 
 Love all your brothers and love all your sisters 
 Love all the missus and love all the misses 
 And don't be shy when you're sharing your kisses 
 Greed, jealousy gets boos and hisses 
 What it is, what it is, so much to be found 
 What it is, what it is, groove down to the sounds 
 What it is, what it is, what it is in a song 
 What it is, what it is, you can do no wrong 
 Balance your life with the right kind of foods 
 To eat a sad cow is to eat another you 
 Well, that's an unfair rap, it's unforgivably rude 
 It'll put your karma in the worst of moods 
 Someone's drinking booze and taking too many ludes 
 'Cause when you cop, don't you cop an attitude 
 And that's an ugly thing, it's not the real you 
 So please y'all, take some sound advice 
 Be yourself, clear your mind, make a sacrifice 
 The always sober you is especially nice 
 Don't loot, don't shout, give comet the boot 
 I love it kickin' back and playin' my bamboo flute 
 Refuse to fight wars for political whores 
 Unsurpassed peace lines the salt water shores 
 It is my notion that the perfect peace potion 
 Can be found in the wake of the green sea ocean 
 The long rocky swells of the mighty blue ocean 
 Is the cradle of peace, it's the perfect peace potion 
 There you will find it, with sweet sea creatures 
 The smile of a dolphin is a built-in feature 
 We will learn much peace will the whale as your teacher 
 Good morning class, how very nice to meet you 
 What it is, what it is, so much to be found 
 What it is, what it is, groove down to the sounds 
 What it is, what it is, what it is in a song 
 What it is, what it is, you can do no wrong 
 Open up your hearts to the planets; to the stars 
 With your spirit take a trip from Venus to Mars 
 You know, Einstein did while Hitler hid 
 Now, Albert lives forever in every single kid 
 But, with Adolph Hitler, we are permanently rid 
 Picasso, Mister Dali and my man, Jimi Hendrix 
 These cool brothers make the world go 'round 
 Yeah, they do it with art, and Jimi did it with sound 
 But, by all these men, it was found 
 Each and every person can be just as renowned 
 Don't let the world's racist creeds give your pretty face a frown 
 Stand up for equal rights, I mean buckle down 
 Go spread the word from town to town 
 We are the human race and we groove to the sounds 
 Now that you've heard what it is in a song 
 From here on in, you can do no wrong"
11,Red Hot Chili Peppers,rock,Jungle Man,"Deep inside the soul hole 
 Of Mother Earth 
 Father Time came 
 With a supersonic supersonic burst 
 His soul monkey sperm tribes 
 Racing to be first 
 Her ruby fruit jungle 
 Givin' bush baby, bush baby birth 
 The baby was a boy 
 But I think what stunned her 
 Is that this bare breasted baby 
 Was a baby boy, boy, boy, boy wonder 
 Crackin' from his thumb bone 
 Came thelonious thunder 
 Fill the sky with hellfire 
 From way down, down, down under 
 I am a jungle man 
 I am a jungle man 
 I am a jungle man 
 I get all the bush I can 
 Erupting from the ground 
 In Hollywood he glowed 
 His jungle turned to concrete 
 His funk bone, bone, bone, bone to stone 
 Like a full blown volcano 
 I must let it be known 
 That through this boy's vein 
 Atomic lava blood flows and flows 
 His soul shocking sounds 
 They make the mountains moan 
 This boy's become a man 
 It's time to take, take, take 
 Take the throne 
 I am a jungle man 
 I am a jungle man 
 I am a jungle man 
 I get all the bush I can"
12,Red Hot Chili Peppers,rock,Hollywood (Africa),"Take me back 
 Hold my hand 
 All the way back 
 To the brotherland 
 Take me back 
 I want to go back 
 Take me back 
 And my funky ass band 
 All the way back 
 To the broherland 
 Take me back 
 I want to go 
 As fast as I can 
 Slidin' on back 
 To the brotherland 
 Now children 
 Hollywood... 
 I want to get up and go 
 With my funky ass jams 
 All the way back 
 To the broherland 
 Take me back 
 I want to go back 
 Hollywood... 
 Where the women 
 Is the women 
 And the man 
 Is the man 
 I want to go 
 As fast as I can 
 Slidin' on back 
 To the brotherland 
 Now children"
13,Red Hot Chili Peppers,rock,American Ghost Dance,"Oh give me a home 
 Where the buffalo roam 
 And the death of a race is a game 
 Where seldom is heard 
 A peacable word 
 From the white trash 
 Who killed as they came 
 Though these words dig deep 
 They offer no relief 
 God save the queen 
 I am an Indian chief 
 There is a secret I keep 
 It's called the talking leaf 
 And you better believe 
 That he speaks his beliefs 
 Like a rock that bleeds 
 A sea of grief 
 My talking leaf speaks of 
 A wounded knee creek 
 American ghost dance... 
 A new man who is with old ways 
 He walks the streets of life 
 But he's in chains 
 I'm alive he cried 
 I can feel the flame 
 Burning red inside 
 I am an Indian brave 
 There is a memory 
 That lives in my blood 
 Of the brand you laid 
 On all you touched 
 But the burning flame 
 Turns to burning pain 
 Genuine genocide 
 And that's truly insane 
 So like a wild hurricane 
 I will dance on the grave 
 Of my race that died 
 When it should have been saved 
 American ghost dance..."
14,Red Hot Chili Peppers,rock,If You Want Me To Stay,"If you want me to stay 
 I'll be around today 
 To be available for you to see 
 I'm about to go there 
 Then you'll know 
 For me to stay here 
 I've got to be me 
 You'll never be in doubt 
 That's what it's all about 
 You can't take me for granted and smile 
 Count the days I'm gone 
 Forget reachin' me by phone 
 'Cause I promise 
 I'll be gone for a while 
 And when you see me again 
 I hope that you have been 
 The kind of person 
 That you really are now 
 You got to get it straight 
 How could I ever be late 
 When you're my woman 
 Taking up my time 
 Oh how could I ever allow 
 I guess I wonder how 
 I could get out a pocket for fun 
 When you know that 
 You're never number two 
 Number one's gonna be number one 
 I'll be good 
 I wish I could 
 Get this message over to you now 
 When you see me again 
 I hope that you have been 
 The kind of person 
 That you really are now 
 I'll be so good 
 I wish I could 
 Get this message over to you now 
 Get this message over to you now 
 I'll be so good 
 I wish I could"
15,Red Hot Chili Peppers,rock,Nevermind,"Nevermind the Pac Jam 
 Nevermind the Gap Band 
 Nevermind the Zap Band 
 Nevermind the Funk Scam 
 'Cause we're 
 The Red Hot Chili Peppers 
 Nevermind the English bands 
 Nevermind the Synth Funk bands 
 Nevermind the Wham Wham band 
 Nevermind Duran Duran 
 'Cause we're 
 The Red Hot Chili Peppers 
 Nevermind the Soft Cell shit 
 That's strictly for the twits 
 Nevermind the Men At Work 
 Those tunes are for the jerks 
 'Cause we're 
 The Red Hot Chili Peppers 
 Nevermind Hall and Oates 
 Those guys are a couple of goats 
 Nevermind the Culture Club 
 That jive's just one big flub 
 'Cause we're 
 The Red Hot Chili Peppers"
16,Red Hot Chili Peppers,rock,Freaky Styley,"Say it loud 
 I'm freaky styley 
 And I'm proud! 
 [repeat many times]"
17,Red Hot Chili Peppers,rock,Blackeyed Blonde,"Pumping the blood through the heart of New Orleans 
 She's the mystic heat of the Bourbon street dream 
 She's just made out of flesh and bones 
 But let me tell you little boy, you better leave her alone 
 Leroy Brown thought he was bad too 
 Till she left him floating in the old bayou 
 She's the kind of girl, she's built like a bomb 
 She's the black-eyed, black-eyed, black-eyed blonde, get down 
 That black-eyed beauty with the golden crotch 
 French electric sex-a-cock shocking swamp fox 
 Heaten queen of sleaze, she's hot to box 
 But let me tell you little boy, she'll clean your clock 
 A slick and sly spy, stuck in the muck of the moat 
 Blew his mind to find a diamond in the boat 
 Double-o-dooms day for Mr James Bond 
 She's the black-eyed, black-eyed, black-eyed blonde, get down"
18,Red Hot Chili Peppers,rock,The Brothers Cup,"Give it up to this planet full of strife 
 We're the brothers cup cuttin' sharp as a knife 
 With the pop of a snap and the flip of a flap 
 The cups went up like a natural fact 
 It was our shoulder space 
 That made the perfect place 
 For the magic of the cup 
 To style out with grace 
 With a tight turn twist 
 And a slight swerve swank 
 The brothers cup kissed 
 With a kick ass clank 
 We are the brothers cup 
 We like to get it up 
 We are the brothers cup 
 We like to get it up 
 Give it up to this planet full of strife 
 We're the brothers cup cuttin' sharp as a knife 
 With the pop of a snap and the flip of a flap 
 The cups went up like a natural fact 
 So love all your brothers 
 And love all your sisters 
 Love all the misses 
 And love all the misters 
 Don't be shy when you're sharin' your kisses 
 The brothers cup kiss 
 And we ain't sissies 
 It is our notion that the perfect peace potion 
 Can be found in the wake of the green sea's motion 
 The long rocking swell of the mighty blue ocean 
 Is the cradle of peace it's the perfect peace motion 
 Give it up to this planet full of strife 
 We're the brothers cup cuttin' sharp as a knife 
 With the power of the cup we are about to astound 
 All your preconceptions they will come unbound 
 We are the brothers cup coming to your town 
 Bringing tubs of love we're going to spread it around"
19,Red Hot Chili Peppers,rock,Battle Ship,"Three miles off the coast of Beirut 
 New Jersey's guns get ready to shoot 
 Take a walk down the firing room 
 Fire one it's shakedown cruise 
 Battle ship, battle ship 
 See the sailor boys dressed in blue 
 Cheer the change to make the news 
 Send the shell down the spiral groove 
 Bombs away, it's a shakedown cruise, yeah 
 Battle ship, battle ship"
20,Red Hot Chili Peppers,rock,Lovin' And Touchin',"Loving and touching and 
 Laughing and Squeezing and 
 Walking and Joking and 
 Smiling and Teasing 
 Loving and kissing and 
 Rubbing and scrubbing and 
 Styling and slumming and 
 Rolling and cumming 
 I'll hold you a lifetime 
 I'll love you forever 
 I'll make you my wife and 
 I'll never forget you 
 I'll give you my smile 
 On the face of your child 
 I will give you my love 
 I will give you my love 
 Loving and touching and 
 Loving and touching and 
 Loving and touching and 
 Loving and touching and 
 Love"
21,Red Hot Chili Peppers,rock,Catholic School Girls Rule,"Catholic school girls rule... 
 In the class she's taking notes 
 Just how deep, deep is my throat 
 Mother Mary, don't you know 
 She's got eyes like Marilyn Monroe 
 Catholic school girls rule... 
 From the cross she's raised her head 
 This is what the sister said 
 Give no love until you're wed 
 Live no life until you're dead 
 The good book says we must suppress 
 The good book says we must confess 
 But who cares what the good book says 
 'Cause now she's taking off her dress 
 Catholic school girls rule... 
 Lead us into temptation 
 We are pure divine creation 
 Talkin' about my generation 
 Injected with the seed of immaculation 
 Catholic!"
22,Red Hot Chili Peppers,rock,Sex Rap,"Time to swing a little melody 
 To make you all feel something sexually 
 And now we're gonna get it on in the groove 
 The groove that makes those smooth hips move 
 We are pumpin' that drivin' bad rhythm 
 To make those pretty little pussy lips schism 
 Kissum kissum kissum 
 In the mind is one design 
 To make you feel fine 
 Suckin' on mine with a 69 
 I'm inclined to fuck, fuck, fuck, fuck your brains out 
 For the moment, come on now, make her shout 
 Pump that leman till it pouts 
 Open your legs to the sensual sound 
 With the beauty of the beat on your pretty wet mound 
 I can tell you're like a horny bloodhound 
 Feel the bass, hug the ground 
 Just drop your knees and come unbound 
 And now you make your mouth to get on down 
 Our lust for notes will boil your blood 
 When they slither and slide on under your hood 
 Makin' me shoot my power packed pud 
 Like a wild lady lovin' a viable stud 
 Because of what is know as a juicy wet pud 
 Gettin' it gettin' it gettin' it good 
 In my head, as a hellified hum 
 I take to rubbin' her on the bum 
 Adjust the lips some on the tongue 
 With my thumb I strum her plum 
 Start to make her orgasm 
 Tastes a little bit like, ooh, how rum 
 Well I like to make her cum 
 To the rhythm of the drums 
 Make cum, make cum, cum"
23,Red Hot Chili Peppers,rock,Thirty Dirty Birds,"Thirty dirty birds 
 Sitting on a curb 
 Chirping and Burping 
 And eating 
 Dirty earthworms 
 Along comes Herbie 
 From thirty-third 
 And third 
 Saw the thirty 
 Dirty birds 
 Sitting on a curb 
 Chirping and Burping 
 And eating 
 Dirty earthworms 
 Boy he was 
 Disturbed"
24,Red Hot Chili Peppers,rock,Yertle The Turtle,"On the far away island of Salamasond 
 Yertle the turtle 
 Was king of the pond 
 A nice little pond 
 It was clean it was neat 
 The water was warm 
 There was plenty to eat 
 Until one day 
 The king of them all 
 Decided the kingdom 
 He ruled was too small 
 I'm a ruler of all that I see 
 But I don't see enough 
 And that's the trouble with me 
 With this stone for a throne 
 I am too low down 
 I cannot look down 
 Upon the places beyond 
 So Yertle the turtle king 
 Lifted his hand 
 And Yertle the turtle king 
 Gave a command 
 He ordered all the turtles 
 Onto one another's back 
 He piled them high 
 Into a ten turtle stack 
 I'm Yertle the turtle 
 The things I now rule 
 I'm king of a cow 
 I'm king of a mule 
 Then down from below 
 In the great turtle stack 
 Came a burp from a plain 
 Little turtle named Mack 
 Just part of the throne 
 This burpin' little turtle 
 Looked up and said ""I beg 
 Your pardon king Yertle"" 
 I've pains in my back 
 My shoulders and my knees 
 How long must we stand 
 Here your majesty 
 ""Silence!"" the king of the 
 Turtles barked back 
 To the bad burpin' 
 Little turtle named Mack 
 I'm Yertle the turtle 
 Oh marvelous me 
 For I am ruler of all that I see 
 Yertle, Yertle the turtle... 
 Yertle, Yertle the turtle..."
25,Red Hot Chili Peppers,rock,Millionaires Against Hunger,"We're millionaires 
 Against hunger 
 I'm a millionaire, and I got something to say 
 I got a million more that'll take me away 
 All the other ones' bills starting to percolate 
 As far as I'm concerned, why that's okay 
 Well I'm a millionaire too, but not like you 
 As far as I'm concerned, I got a job to do 
 I've got to pave the way, I've got to save the day 
 I've got to make it better, I've got to say 
 You and I, we're millionaires 
 But we're a million miles away from the saint who stares 
 Upon the millions who die, every day of the week 
 Just because they can't get enough to eat 
 While we the rich dine on all these feasts 
 And everything's fine, yeah peaches and creme 
 But it just isn't something you've got to realize 
 There's something wrong, we've got to open our eyes 
 When the world cries, we just can't hide 
 We've got a job to do, we've got to save some lives 
 We're millionaires 
 Against hunger 
 Hey hey Mr. Millionaire 
 Twice as nice when you share 
 Hey hey Mr. Millionaire 
 A spiritual price. Do you care? 
 Hey hey Mr. Millionaire 
 Dice the mice when you share 
 Hey hey Mr. Millionaire 
 Pave the way, take the dare 
 I'm a millionaire, and I got something to say 
 I got a million more that'll take me away 
 All the other ones' bills starting to percolate 
 As far as I'm concerned, why that's okay 
 Well I'm a millionaire too, all I know that is true 
 Is that I've got more cash than I can use 
 I want anything that I can have 
 But I don't need nothin' and I never have 
 Each damn day my heart's set far 
 But I'll be okay, 'cause I don't starve 
 Kids from the street the losing their emotion 
 So damn snobby, so out of touch 
 With two hungry people who die as they stare 
 At the city at night, you know it gives to share 
 So listen up, you millionaires 
 Every woman, every man, help all you can 
 All races unite, and I will now concern 
 To the type of problem that helps us learn 
 We're millionaires 
 Against hunger 
 Hey hey Mr. Millionaire 
 Twice as nice when you share 
 Hey hey Mr. Millionaire 
 A spiritual price. Do you care? 
 Hey hey Mr. Millionaire 
 Dice the mice when you share 
 Hey hey Mr. Millionaire 
 Pave the way, take the dare"
