,0,1,2,3
15,The Beatles,rock,All I've Got To Do,"Whenever I want you around, yeah 
 All I gotta do 
 Is call you on the phone 
 And you'll come running home 
 Yeah, that's all I gotta do 
 And when I, I wanna kiss you, yeah 
 All I gotta do 
 Is whisper in your ear 
 The words you long to hear 
 And I'll be kissing you 
 And the same goes for me 
 Whenever you want me at all 
 I'll be here, yes, I will 
 Whenever you call 
 You just gotta call on me, yeah 
 You just gotta call on me 
 And when I, I wanna kiss you, yeah 
 All I gotta do 
 Is call you on the phone 
 And you'll come running home 
 Yeah, that's all I gotta do 
 And the same goes for me 
 Whenever you want me at all 
 I'll be here, yes, I will 
 Whenever you call 
 You just gotta call on me, yeah 
 You just gotta call on me 
 Oh, you just gotta call on me"
16,The Beatles,rock,All My Loving,"Close your eyes and I'll kiss you 
 Tomorrow I'll miss you 
 Remember I'll always be true 
 And then while I'm away 
 I'll write home every day 
 And I'll send all my loving to you 
 I'll pretend that I'm kissing 
 The lips I am missing 
 And hope that my dreams will come true 
 And then while I'm away 
 I'll write home every day 
 And I'll send all my loving to you 
 All my loving 
 I will send to you 
 All my loving 
 Darling, I'll be true 
 Close your eyes and I'll kiss you 
 Tomorrow I'll miss you 
 Remember I'll always be true 
 And then while I'm away 
 I'll write home every day 
 And I'll send all my loving to you 
 All my loving 
 I will send to you 
 All my loving 
 Darling, I'll be true 
 All my loving 
 All my loving, ooh 
 All my loving 
 I will send to you"
17,The Beatles,rock,Don't Bother Me,"Since she's been gone 
 I want no one to talk to me 
 It's not the same 
 But I'm to blame, it's plain to see 
 So go away, leave me alone 
 Don't bother me 
 I can't believe 
 That she would leave me on my own 
 It's just not right 
 When every night I'm all alone 
 I've got no time for you right now 
 Don't bother me 
 I know I'll never be the same 
 If I don't get her back again 
 Because I know she'll always be 
 The only girl for me 
 But till she's here 
 Please don't come near, just stay away 
 I'll let you know 
 When she's come home, until that day 
 Don't come around, leave me alone 
 Don't bother me 
 I've got no time for you right now 
 Don't bother me 
 I know I'll never be the same 
 If I don't get her back again 
 Because I know she'll always be 
 The only girl for me 
 But till she's here 
 Please don't come near, just stay away 
 I'll let you know 
 When she's come home, until that day 
 Don't come around, leave me alone 
 Don't bother me 
 Don't bother me 
 Don't bother me 
 Don't bother me 
 Don't bother me"
18,The Beatles,rock,Little Child,"Little child, little child 
 Little child, won't you dance with me? 
 I'm so sad and lonely 
 Baby, take a chance with me 
 Little child, little child 
 Little child, won't you dance with me? 
 I'm so sad and lonely 
 Baby, take a chance with me 
 If you want someone to make you feel so fine 
 Then we'll have some fun when you're mine, all mine 
 So come on, come on, come on 
 Little child, little child 
 Little child, won't you dance with me? 
 I'm so sad and lonely 
 Baby, take a chance with me 
 When you're by my side you're the only one 
 Don't you run and hide 
 Just come on, come on 
 Yeah, come on, come on, come on 
 Little child, little child 
 Little child, won't you dance with me? 
 I'm so sad and lonely 
 Baby, take a chance with me 
 Baby, take a chance with me 
 Baby, take a chance with me"
19,The Beatles,rock,Till There Was You,"There were bells on a hill 
 But I never heard them ringing 
 No, I never heard them at all 
 Till there was you 
 There were birds in the sky 
 But I never saw them winging 
 No, I never saw them at all 
 Till there was you 
 Then there was music and wonderful roses 
 They tell me 
 In sweet fragrant meadows 
 Of dawn and dew 
 There was love all around 
 But I never heard it singing 
 No, I never heard it at all 
 Till there was you 
 Then there was music and wonderful roses 
 They tell me 
 In sweet fragrant meadows 
 Of dawn and dew 
 There was love all around 
 But I never heard it singing 
 No, I never heard it at all 
 Till there was you 
 Till there was you"
20,The Beatles,rock,Please Mister Postman,"(Wait!) 
 Oh, yes, wait a minute, Mr. Postman 
 (Wait!) 
 Wai-ai-ai-ait, Mr. Postman 
 (Mr. Postman, look and see) 
 Oh, yeah 
 (Is there a letter in your bag for me?) 
 Please, please, Mr. Po-o-ostman 
 (I've been waiting a long, long time) 
 Whoa, yeah 
 (Since I heard from that girl of mine) 
 There must be some word today-ay-ay 
 From my girlfriend so far away 
 Please, Mr. Postman, look and see 
 If there's a letter, a letter for me-e 
 I've been standing here waitin', Mr. Postman 
 So-o-o patiently 
 For just a card 
 Or just a letter 
 Saying she's returning home to me 
 Please, Mr. Postman 
 (Mr. Postman, look and see) 
 Oh, yeah 
 (Is there a letter in your bag for me?) 
 Please, please, Mr. Po-o-ostman 
 (I've been waiting a long, long time) 
 Oh, yeah 
 (Since I heard from that girl of mine) 
 So many days you passed me by 
 See the tears standing in my eye 
 You didn't stop to make me feel better 
 By leaving me a card or a letter 
 Mr. Postman 
 (Mr. Postman) 
 Look and see 
 Is there a letter 
 Oh, yeah (in your bag) 
 For me? 
 I've been waiting such a long (a long, long) time 
 Since I heard from that girlfriend of mine 
 You gotta wait a minute, wait a minute 
 Oh, yeah (Mr. Postman) 
 Wait a minute, wait a minute 
 Oh, yeah (Mr. Postman) 
 You gotta wait a minute, wait a minute 
 Oh, yeah (Mr. Postman) 
 Check it and see 
 One more time for me 
 You gotta wait a minute, wait a minute 
 Oh, yeah (Mr. Postman) 
 Wait a minute, wait a minute 
 Oh, yeah (Mr. Postman) 
 Mr. Po-o-ostman (wait a minute, wait a minute) 
 Oh, yeah (Mr. Postman) 
 Deliver de letter 
 The sooner, le bett- 
 You gotta wait a minute, wait a minute 
 Oh, yeah (Mr. Postman) 
 Wait a minute, wait a minute 
 Oh, yeah (Oooooooo)(Mr. Postman) 
 You gotta wait a minute, wait a minute, Aaaaaah!!! 
 Oh, yeah (Mr. Postman) 
 You gotta wait, wait a minute 
 Oh, yeah (Mr. Postman) 
 You gotta wait, wait a minute"
21,The Beatles,rock,Roll Over Beethoven,"We're gonna write a little letter 
 Gonna mail it to my local DJ 
 It's a rockin' little record 
 I want my jockey to play 
 Roll over, Beethoven 
 Gotta hit it again today 
 You know, my temperature's risin' 
 And the jukebox blown a fuse 
 My heart beatin' rhythm 
 And my soul keeps a-singing the blues 
 Roll over, Beethoven 
 And tell Tchaikovsky the news 
 I got a rockin' pneumonia 
 I need a shot of rhythm and blues 
 I think I caught it off the writer 
 Sittin' down by the rhythm revues 
 Roll over, Beethoven 
 Rockin' in two by two 
 Well, if you feel it and like it 
 Well, get your lover and reel and rock it 
 Roll it over and move on up just a 
 Trifle further and a-reel and rock it 
 Roll it over 
 Roll over, Beethoven 
 A-rockin' in two by two 
 Well, early in the mornin' 
 I'm a givin' you the warnin' 
 Don't you step on my blue suede shoes 
 Hey, diddle, diddle 
 I'm a-playin' my fiddle 
 Ain't got nothing to lose 
 Roll over, Beethoven 
 And tell Tchaikovsky the news 
 You know she winks like a glow worm 
 Dives like a spinnin' top 
 She's got a crazy partner 
 Oughta see him reel an' rock 
 'S long as she got a dime 
 The music will never stop 
 Well, roll over, Beethoven 
 Yeah, roll over, Beethoven 
 Roll over, Beethoven 
 Oh, roll over, Beethoven 
 Roll over, Beethoven 
 Dig to these rhythm and blues"
22,The Beatles,rock,Hold Me Tight,"It feels so right now 
 Hold me tight 
 Tell me I'm the only one 
 And then I might 
 Never be the lonely one 
 So hold (hold) me tight (me tight) 
 Tonight (tonight), tonight (tonight) 
 It's you 
 You, you, you 
 Hold me tight 
 Let me go on loving you 
 Tonight, tonight 
 Making love to only you 
 So hold (hold) me tight (me tight) 
 Tonight (tonight), tonight (tonight) 
 It's you 
 You, you, you 
 Don't know 
 What it means to hold you tight 
 Being here alone tonight with you 
 It feels so right now 
 Hold me tight 
 Tell me I'm the only one 
 And then I might 
 Never be the lonely one 
 So hold (hold) me tight (me tight) 
 A-tonight (tonight), tonight (tonight) 
 It's you 
 You, you, you 
 Don't know 
 What it means to hold you tight 
 Being here alone tonight with you 
 It feels so right now 
 Hold me tight 
 Let me go on loving you 
 Tonight, tonight 
 Making love to only you 
 So hold (hold) a-me tight (me tight) 
 Tonight (tonight), tonight (tonight) 
 It's you 
 You, you, you"
23,The Beatles,rock,You Really Got A Hold On Me,"I don't like you 
 But I love you 
 Seems that I'm always 
 Thinking of you 
 Oh, you treat me badly 
 I love you madly 
 You've really got a hold on me 
 (You really got a hold on me) 
 You really got a hold on me 
 (You really got a hold on me) 
 Baby, I don't want you 
 But I need you 
 Don't want to kiss you 
 But I need to 
 Oh, you do me wrong now 
 My love is strong now 
 You've really got a hold on me 
 (You really got a hold on me) 
 You really got a hold on me 
 (You really got a hold on me) 
 Baby, I love you and all that I want you to do 
 Is just hold me, hold me, hold me, hold me 
 Tighter 
 Tighter 
 I want to leave you 
 Don't want to stay here 
 Don't want to spend 
 Another day here 
 Oh, I want to split now 
 I just can't quit now 
 You've really got a hold on me 
 (You really got a hold on me) 
 You really got a hold on me 
 (You really got a hold on me) 
 Baby, I love you and all that I want you to do 
 Is just hold me (please), hold me (squeeze), hold me, hold me 
 You've really got a hold on me 
 (You really got a hold on me) 
 You've really got a hold on me 
 (You really got a hold on me)"
24,The Beatles,rock,I Wanna Be Your Man,"I wanna be your lover, baby 
 I wanna be your man 
 I wanna be your lover, baby 
 I wanna be your man 
 Love you like no other, baby 
 Like no other can 
 Love you like no other, baby 
 Like no other can 
 I wanna be your man 
 I wanna be your man 
 I wanna be your man 
 I wanna be your man 
 Tell me that you love me, baby 
 Let me understand 
 Tell me that you love me, baby 
 I wanna be your man 
 I wanna be your lover, baby 
 I wanna be your man 
 I wanna be your lover, baby 
 I wanna be your man 
 I wanna be your man 
 I wanna be your man 
 I wanna be your man 
 I wanna be your man 
 Wow! 
 (Hey!) 
 (Oh-ho!) 
 (Ow!) 
 (Whoa!) 
 I wanna be your lover, baby 
 I wanna be your man 
 I wanna be your lover, baby 
 I wanna be your man 
 Love you like no other, baby 
 Like no other can 
 Love you like no other, baby 
 Like no other can 
 I wanna be your man 
 I wanna be your man 
 I wanna be your man 
 I wanna be your man 
 (Ow!) 
 I wanna be your man 
 (Ohhh) 
 I wanna be your man 
 (Ohhh) 
 I wanna be your man 
 (Whoo!  Whoo!) 
 I wanna…"
25,The Beatles,rock,Devil In Her Heart,"She's got the devil in her heart 
 But her eyes they tantalise 
 She's gonna tear your heart apart 
 Oh, her lips, they really thrill me 
 I'll take my chances 
 For romance is 
 So important to me 
 She'll never hurt me 
 She won't desert me 
 She's an angel sent to me 
 She's got the devil in her heart 
 No, no, this I can't believe 
 She's gonna tear your heart apart 
 No, no, nay will she deceive 
 I can't believe that she'll ever ever go 
 Not when she hugs me and says she loves me so 
 She'll never hurt me 
 She won't desert me 
 Listen, can't you see? 
 She's got the devil in her heart 
 Oh, no, no, no, this I can't believe 
 She's gonna tear your heart apart 
 No, no, nay will she deceive 
 Don't take chances 
 If your romance is 
 So important to you 
 She'll never hurt me 
 She won't desert me 
 She's an angel sent to me 
 She's got the devil in her heart 
 Oh, no, no, no, no, this I can't believe 
 She's gonna tear your heart apart 
 No, no, nay will she deceive 
 She's got the devil in her heart 
 No, she's an angel sent to me 
 She's got the devil in her heart 
 No, she's an angel sent to me"
26,The Beatles,rock,Not A Second Time,"You know you made me cry 
 I see no use in wondering why 
 I cry for you 
 And now you've changed your mind 
 I see no reason to change mine 
 I cry 
 It's through 
 You're giving me the same old line 
 I'm wond'ring why 
 You hurt me then 
 You're back again 
 No, no, no 
 Not a second time 
 You know you made me cry 
 I see no use in wondering why 
 I cry for you 
 And now you've changed your mind 
 I see no reason to change mine 
 I cry 
 It's through 
 You're giving me the same old line 
 I'm wond'ring why 
 You hurt me then 
 You're back again 
 No, no, no 
 Not a second time 
 Not a second time 
 Not a second time 
 No, no, no, no, no 
 No, no no (not a second time) 
 No, no, no, no, no"
27,The Beatles,rock,Money (That's What I Want),"The best things in life are free 
 But you can keep 'em for the birds and bees 
 Now give me money (that's what I want) 
 That's what I want (that's what I want) 
 That's what I want (that's what I want), yeah 
 That's what I want 
 Your lovin' give me a thrill 
 But your lovin' don't pay my bills 
 Now give me money (that's what I want) 
 That's what I want (that's what I want) 
 That's what I want (that's what I want), oh, yeah 
 That's what I want 
 Money don't get everything, it's true 
 What it don't get, I can't use 
 Now give me money (that's what I want) 
 That's what I want (that's what I want) 
 That's what I want (that's what I want), yeah 
 That's what I want 
 Money don't get everything, it's true 
 What it don't get, I can't use 
 Now give me money (that's what I want) 
 That's what I want (that's what I want) 
 That's what I want (that's what I want), yeah 
 That's what I want 
 Well, now give me money (that's what I want) 
 A lot of money (that's what I want) 
 Wow, yeah, I wanna be free (that's what I want) 
 Oh, a lot of money (that's what I want, oh) 
 That's what I want (that's what I want), yeah 
 That's what I want 
 Well, now give me money (that's what I want) 
 A lot of money (that's what I want, oh) 
 Wow, yeah, you don't need money (that's what I want) 
 Oh, now give me money (that's what I want, oh) 
 That's what I want (that's what I want), yeah 
 That's what I want"
28,The Beatles,rock,A Hard Day's Night,"It's been a hard day's night 
 And I've been working like a dog 
 It's been a hard day's night 
 I should be sleeping like a log 
 But when I get home to you 
 I find the things that you do 
 Will make me feel all right 
 You know I work all day 
 To get you money to buy you things 
 And it's worth it just to hear you say 
 You're gonna give me everything 
 So why on earth should I moan? 
 'Cause when I get you alone 
 You know I'll feel okay 
 When I'm home 
 Everything seems to be right 
 When I'm home 
 Feeling you holding me tight 
 Tight, yeah 
 It's been a hard day's night 
 And I've been working like a dog 
 It's been a hard day's night 
 I should be sleeping like a log 
 But when I get home to you 
 I find the things that you do 
 Will make me feel all right 
 Ow! 
 So why on earth should I moan? 
 'Cause when I get you alone 
 You know I feel okay 
 When I'm home 
 Everything seems to be right 
 When I'm home 
 Feeling you holding me tight 
 Tight, yeah 
 Ooh, it's been a hard day's night 
 And I've been working like a dog 
 It's been a hard day's night 
 I should be sleeping like a log 
 But when I get home to you 
 I find the things that you do 
 Will make me feel all right 
 You know, I feel all right 
 You know, I feel all right"
29,The Beatles,rock,I Should Have Known Better,"I should have known better with a girl like you 
 That I would love everything that you do 
 And I do, hey hey hey, and I do 
 Whoa, whoa, I never realised what a kiss could be 
 This could only happen to me 
 Can't you see, can't you see? 
 That when I tell you that I love you, oh 
 You're gonna say you love me too, oh 
 And when I ask you to be mine 
 You're gonna say you love me too 
 So I should have realised a lot of things before 
 If this is love you gotta give me more 
 Give me more, hey hey hey, give me more 
 Whoa, whoa, I never realised what a kiss could be 
 This could only happen to me 
 Can't you see, can't you see? 
 That when I tell you that I love you, oh 
 You're gonna say you love me too, oh 
 And when I ask you to be mine 
 You're gonna say you love me too 
 You love me too 
 You love me too 
 You love me too"
